                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     83,                 1.0191,                0.56357,                0.91563,                 1.5654,                0.82945,                0.93531,                0.72399,                0.52009,                0.58288,                0.31238,                 1.2225,                0.67452,                0.98041,                 1.7831,                 1.0165,                0.99559,             0.00059905,             0.00059905,             0.00059905
                     84,                 1.0079,                0.56011,                0.90513,                 1.5667,                0.82278,                0.92416,                0.74214,                0.53254,                0.59015,                0.31827,                 1.2213,                0.65753,                0.97459,                 1.7538,                0.97891,                0.99292,              0.0005941,              0.0005941,              0.0005941
                     85,                 1.0102,                0.56282,                0.91129,                 1.5462,                0.82997,                 0.9273,                0.75863,                0.53047,                0.59011,                0.31883,                 1.2042,                0.66311,                0.97012,                 1.7612,                 1.0032,                 0.9884,             0.00058915,             0.00058915,             0.00058915
                     86,                 1.0434,                0.56465,                0.90778,                 1.6215,                0.83863,                0.92724,                0.72068,                0.52344,                0.57079,                0.30407,                 1.2313,                 0.6842,                0.98785,                 1.8048,                 1.0131,                 1.0022,              0.0005842,              0.0005842,              0.0005842
                     87,                0.99419,                0.54394,                0.90497,                 1.5301,                 0.8047,                0.92399,                0.75147,                0.51684,                0.58254,                0.31787,                 1.2199,                0.66422,                0.98924,                 1.7657,                0.98375,                  1.005,             0.00057925,             0.00057925,             0.00057925
                     88,                 1.0105,                0.55344,                0.90552,                 1.5652,                0.81894,                0.92648,                0.73142,                0.51734,                0.58749,                0.31858,                  1.212,                0.65728,                0.98175,                 1.7472,                0.98856,                0.99588,              0.0005743,              0.0005743,              0.0005743
                     89,                0.99466,                0.55374,                 0.9013,                 1.5432,                0.82467,                 0.9201,                0.73734,                0.51514,                0.58042,                0.31546,                 1.2174,                0.67648,                0.97839,                  1.733,                 1.0279,                0.99861,             0.00056935,             0.00056935,             0.00056935
                     90,                 0.9882,                0.55309,                0.90863,                 1.5152,                0.81121,                0.92643,                0.75999,                0.49546,                0.56886,                0.31108,                 1.2195,                0.69401,                0.98632,                 1.7562,                 1.0369,                 1.0067,              0.0005644,              0.0005644,              0.0005644
                     91,                 1.0208,                 0.5627,                 0.9103,                 1.5503,                0.84006,                0.92976,                0.75061,                0.51947,                0.58623,                   0.32,                 1.1979,                0.67297,                0.97188,                 1.7401,                 1.0231,                 0.9867,             0.00055945,             0.00055945,             0.00055945
                     92,                0.98188,                0.54129,                0.90342,                 1.5318,                0.79216,                0.91955,                0.76789,                0.51245,                0.58813,                0.32266,                  1.191,                 0.6675,                0.97489,                 1.7076,                0.99381,                0.98469,              0.0005545,              0.0005545,              0.0005545
                     93,                0.98146,                0.53985,                0.89785,                 1.5266,                0.80339,                0.91734,                0.72822,                0.53004,                0.59228,                0.32806,                 1.1809,                0.64803,                0.97276,                  1.709,                0.99436,                0.98445,             0.00054955,             0.00054955,             0.00054955
                     94,                0.96281,                0.53257,                0.90285,                 1.4916,                0.78664,                0.92194,                0.72927,                0.52164,                0.58783,                0.32206,                  1.207,                0.66314,                0.97751,                 1.7331,                 1.0028,                0.99163,              0.0005446,              0.0005446,              0.0005446
                     95,                0.96756,                0.53191,                0.89399,                 1.5069,                0.78479,                0.91393,                0.74004,                0.51692,                0.58081,                0.31924,                 1.2104,                0.67998,                0.98311,                 1.7339,                 1.0523,                0.98751,             0.00053965,             0.00053965,             0.00053965
                     96,                0.97608,                0.54091,                0.90151,                 1.5041,                0.80526,                0.91971,                0.74503,                0.51296,                0.58021,                0.32456,                 1.2024,                0.65436,                0.97519,                 1.7467,                 1.0043,                0.98658,              0.0005347,              0.0005347,              0.0005347
                     97,                0.99506,                0.54281,                0.90395,                 1.5215,                0.80264,                0.92239,                0.74998,                0.51579,                 0.5907,                0.32022,                 1.1921,                0.64803,                0.97642,                 1.7479,                0.99312,                0.98904,             0.00052975,             0.00052975,             0.00052975
                     98,                 0.9807,                0.53871,                0.90209,                 1.5099,                0.80122,                0.92062,                0.75134,                0.51448,                0.59152,                0.31538,                 1.2172,                0.65726,                0.97763,                 1.7893,                0.99259,                0.99634,              0.0005248,              0.0005248,              0.0005248
