                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     75,                  1.039,                0.61344,                0.92304,                 1.5945,                0.87719,                0.94582,                0.69536,                0.51885,                0.55155,                0.29827,                 1.2829,                0.74618,                 1.0066,                 1.8021,                 1.0923,                 1.0168,              0.0063865,              0.0063865,              0.0063865
                     76,                 1.0601,                0.61959,                 0.9201,                 1.6361,                0.89294,                0.94663,                0.73035,                0.51685,                0.56665,                0.30494,                 1.2558,                0.73559,                0.99465,                  1.779,                 1.0696,                 1.0111,               0.006337,               0.006337,               0.006337
                     77,                 1.0483,                0.61556,                0.91821,                 1.6165,                0.88029,                0.94341,                0.72302,                0.49484,                0.55141,                0.30059,                 1.2532,                0.74236,                 0.9999,                 1.7836,                 1.0438,                 1.0055,              0.0062875,              0.0062875,              0.0062875
                     78,                 1.0551,                0.62091,                0.91934,                 1.6214,                0.87532,                0.94405,                0.70674,                  0.516,                0.56209,                0.30459,                 1.2461,                0.73017,                0.99439,                 1.7892,                 1.0425,                 1.0066,               0.006238,               0.006238,               0.006238
                     79,                 1.0434,                 0.6114,                0.91664,                 1.6153,                0.87966,                0.93985,                0.70172,                 0.5199,                0.56757,                0.30476,                 1.2553,                 0.7385,                0.99545,                 1.7967,                 1.0605,                  1.011,              0.0061885,              0.0061885,              0.0061885
                     80,                 1.0407,                 0.6145,                0.91862,                 1.5966,                0.87149,                0.94319,                0.67969,                0.52684,                0.56744,                0.30553,                 1.2378,                0.71857,                 0.9855,                 1.7984,                  1.041,                 1.0048,               0.006139,               0.006139,               0.006139
                     81,                 1.0247,                0.59809,                0.91286,                 1.5859,                0.85144,                0.93703,                0.70104,                0.50771,                0.56051,                0.30183,                 1.2406,                0.73672,                0.99171,                 1.7813,                 1.0544,                0.99833,              0.0060895,              0.0060895,              0.0060895
                     82,                  1.034,                0.60515,                0.91845,                 1.5979,                0.86506,                 0.9414,                0.74008,                0.50406,                0.56804,                0.30776,                  1.252,                0.72721,                0.99381,                 1.7899,                 1.0582,                 1.0002,                0.00604,                0.00604,                0.00604
                     83,                 1.0295,                0.60468,                0.91465,                 1.5943,                 0.8654,                0.94019,                0.71513,                0.48974,                0.55186,                0.29757,                 1.2835,                0.75374,                 1.0087,                 1.8354,                 1.0688,                 1.0122,              0.0059905,              0.0059905,              0.0059905
                     84,                 1.0196,                0.59946,                0.90606,                 1.5825,                0.85851,                0.92841,                0.69556,                 0.5349,                0.57684,                0.30952,                 1.2758,                0.71672,                0.99304,                 1.7966,                0.98573,                  1.004,               0.005941,               0.005941,               0.005941
                     85,                 1.0292,                0.60342,                0.91056,                  1.555,                0.84619,                0.93139,                0.71121,                0.52883,                0.57092,                0.31088,                 1.2291,                 0.7214,                0.98405,                 1.7588,                 1.0151,                0.99826,              0.0058915,              0.0058915,              0.0058915
                     86,                 1.0482,                0.60974,                 0.9118,                 1.6186,                0.86891,                 0.9343,                0.71249,                0.52751,                0.57124,                0.30406,                 1.2379,                0.73188,                 0.9834,                 1.7794,                 1.1101,                0.99438,               0.005842,               0.005842,               0.005842
                     87,                 1.0234,                0.59707,                0.90629,                 1.5729,                0.84975,                0.93016,                0.71021,                0.51224,                0.55868,                0.30627,                 1.2446,                0.72666,                0.98289,                 1.7835,                 1.1096,                 1.0049,              0.0057925,              0.0057925,              0.0057925
                     88,                 1.0001,                0.59081,                0.90618,                 1.5572,                 0.8474,                0.92947,                0.69666,                0.51102,                0.55437,                0.29607,                 1.2472,                0.75217,                0.97719,                 1.7921,                 1.0414,                0.99744,               0.005743,               0.005743,               0.005743
                     89,                0.99434,                0.58113,                0.90668,                 1.5335,                0.83258,                0.93391,                0.73351,                 0.5103,                0.56901,                0.30867,                 1.2306,                0.71649,                0.98312,                 1.7637,                 1.0026,                0.99688,              0.0056935,              0.0056935,              0.0056935
                     90,                0.99166,                0.57989,                0.90832,                 1.5323,                0.82081,                0.93191,                0.74372,                0.50725,                0.56473,                0.30086,                 1.2502,                 0.7333,                0.98431,                 1.7903,                 1.0467,                0.99577,               0.005644,               0.005644,               0.005644
                     91,                0.98661,                0.57439,                0.90057,                 1.5265,                 0.8211,                0.92771,                0.73261,                0.51085,                0.56719,                0.30096,                  1.246,                0.71213,                0.97889,                 1.8137,                 1.0478,                 1.0025,              0.0055945,              0.0055945,              0.0055945
                     92,                0.98253,                0.57764,                0.90105,                 1.5444,                0.81801,                0.92319,                0.70984,                0.49524,                0.55582,                0.29729,                 1.2775,                0.72321,                0.99436,                 1.8141,                 1.0515,                 1.0097,               0.005545,               0.005545,               0.005545
                     93,                0.97652,                0.56638,                0.90161,                 1.5129,                0.81312,                0.92581,                0.73872,                 0.5182,                0.58335,                0.31452,                 1.2331,                0.69807,                 0.9849,                 1.7661,                 1.0061,                0.99983,              0.0054955,              0.0054955,              0.0054955
                     94,                0.97546,                0.56813,                0.90452,                 1.5329,                0.81565,                0.93025,                0.75057,                0.52752,                0.58906,                0.31813,                 1.2331,                0.69821,                0.98657,                 1.7563,                 1.0259,                      1,               0.005446,               0.005446,               0.005446
                     95,                0.98601,                0.57347,                 0.8994,                 1.5693,                 0.8247,                0.92644,                0.71031,                0.53236,                0.58371,                0.31732,                 1.2496,                0.71258,                0.99178,                 1.7885,                 1.0201,                0.99939,              0.0053965,              0.0053965,              0.0053965
                     96,                0.99589,                0.58071,                 0.8975,                 1.5461,                0.83742,                0.92198,                0.73101,                0.52467,                0.57164,                0.31277,                 1.2438,                 0.7065,                0.99035,                 1.7789,                 0.9857,                 1.0084,               0.005347,               0.005347,               0.005347
                     97,                0.97137,                0.57111,                0.90314,                 1.4936,                0.81366,                0.92687,                0.74639,                 0.5034,                0.57125,                0.30927,                 1.2604,                0.70506,                 1.0038,                 1.7883,                 1.0446,                 1.0118,              0.0052975,              0.0052975,              0.0052975
                     98,                0.98202,                0.57505,                0.90077,                 1.5337,                0.83359,                0.92682,                0.72275,                0.53545,                0.58495,                0.32044,                 1.2264,                0.67459,                0.99035,                 1.7588,                0.99962,                 1.0019,               0.005248,               0.005248,               0.005248
                     99,                0.98119,                0.56964,                0.89983,                  1.536,                 0.8284,                0.92573,                0.74157,                0.49893,                0.56787,                0.30646,                  1.261,                0.72983,                 1.0041,                 1.8023,                 1.0378,                 1.0161,              0.0051985,              0.0051985,              0.0051985
                    100,                0.98669,                 0.5685,                0.89923,                 1.5594,                0.81842,                0.92665,                0.70507,                0.51975,                0.55955,                0.30554,                 1.2293,                0.71635,                 0.9928,                 1.7749,                 1.0481,                 1.0064,               0.005149,               0.005149,               0.005149
                    101,                0.97232,                0.56293,                0.89848,                  1.534,                0.81059,                0.92327,                0.69173,                0.53153,                0.56989,                0.31328,                 1.2111,                0.69591,                0.99227,                 1.7531,                 1.0236,                 1.0014,              0.0050995,              0.0050995,              0.0050995
