                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     87,                 1.1127,                0.65324,                0.95254,                 1.6689,                 0.9999,                0.96727,                0.75391,                0.51805,                0.58274,                0.32026,                  1.228,                  0.671,                0.97863,                 1.7732,                 1.0011,                0.98702,             0.00057925,             0.00057925,             0.00057925
                     88,                  1.082,                0.64683,                0.94308,                 1.6751,                 1.0057,                0.95946,                0.70814,                0.51417,                0.57219,                0.30832,                 1.2338,                0.70116,                0.98271,                 1.7941,                 1.0298,                0.98844,              0.0005743,              0.0005743,              0.0005743
                     89,                 1.1036,                0.65353,                0.94112,                 1.6557,                 1.0014,                0.95584,                0.67515,                0.52632,                0.57428,                0.32095,                  1.206,                0.67541,                0.97354,                 1.7342,                 1.0105,                0.97753,             0.00056935,             0.00056935,             0.00056935
                     90,                 1.0607,                0.62824,                0.93826,                 1.6012,                0.96548,                0.94875,                0.70947,                0.52972,                0.58501,                0.32014,                 1.2183,                0.67797,                0.97117,                 1.7411,                0.99808,                0.97735,              0.0005644,              0.0005644,              0.0005644
                     91,                 1.0873,                0.64984,                0.94059,                  1.647,                0.99759,                0.95605,                0.71182,                0.52507,                 0.5738,                0.30794,                 1.2265,                0.71451,                0.97649,                  1.777,                 1.0574,                0.98288,             0.00055945,             0.00055945,             0.00055945
                     92,                 1.0828,                0.64183,                0.93617,                 1.6443,                0.97282,                0.94773,                0.73754,                0.51843,                0.58499,                0.32351,                 1.2106,                0.67521,                0.97416,                  1.723,                 1.0129,                0.97123,              0.0005545,              0.0005545,              0.0005545
                     93,                 1.0736,                0.62018,                0.92583,                 1.6603,                0.95433,                0.94072,                0.74582,                0.52693,                0.59174,                0.32338,                 1.1968,                 0.6657,                0.97273,                 1.7358,                0.98712,                0.97417,             0.00054955,             0.00054955,             0.00054955
                     94,                 1.0851,                0.64125,                0.93896,                 1.6592,                0.98405,                0.95346,                 0.8029,                0.51735,                0.59905,                0.32845,                  1.201,                 0.6564,                0.96997,                 1.7349,                0.97484,                0.97595,              0.0005446,              0.0005446,              0.0005446
                     95,                 1.0826,                 0.6373,                 0.9416,                 1.6283,                0.96374,                 0.9544,                0.76179,                0.52473,                0.58519,                0.32351,                 1.2059,                0.67335,                0.96966,                 1.7444,                0.99742,                0.97888,             0.00053965,             0.00053965,             0.00053965
                     96,                 1.0903,                0.64095,                0.94723,                 1.6256,                0.97944,                0.95985,                0.76526,                0.51708,                0.59106,                0.32583,                 1.2227,                0.65956,                0.98034,                 1.7505,                0.98163,                0.98766,              0.0005347,              0.0005347,              0.0005347
